area_name,area_url
伊賀市,mie/A2404/A240401
名張市,mie/A2404/A240402
尾鷲・紀伊長島,mie/A2405/A240501
熊野,mie/A2405/A240502
新潟市,niigata/A1501/A150101
三条・燕・加茂,niigata/A1501/A150102
佐渡島,niigata/A1501/A150103
長岡・見附・小千谷,niigata/A1502/A150201
柏崎・出雲崎,niigata/A1502/A150202
上越市,niigata/A1503/A150301
糸魚川市,niigata/A1503/A150302
妙高市,niigata/A1503/A150303
魚沼市,niigata/A1504/A150401
南魚沼市,niigata/A1504/A150402
十日町・津南,niigata/A1504/A150403
湯沢町,niigata/A1504/A150404
五泉・阿賀野,niigata/A1505/A150501
新発田・月岡温泉,niigata/A1505/A150502
胎内・関川,niigata/A1505/A150503
村上・瀬波温泉,niigata/A1505/A150504
粟島浦村,niigata/A1505/A150505
甲府・甲斐・中央,yamanashi/A1901/A190101
山梨市,yamanashi/A1901/A190102
笛吹・石和温泉,yamanashi/A1901/A190103
甲州市,yamanashi/A1901/A190104
北杜・小淵沢・清里,yamanashi/A1902/A190201
韮崎市,yamanashi/A1902/A190202
甲府盆地西部,yamanashi/A1902/A190203
早川町,yamanashi/A1902/A190204
富士吉田,yamanashi/A1903/A190301
山中湖・忍野,yamanashi/A1903/A190302
河口湖・鳴沢,yamanashi/A1903/A190303
下部温泉・鰍沢,yamanashi/A1904/A190401
身延・南部,yamanashi/A1904/A190402
大月・都留,yamanashi/A1905/A190501
上野原・道志,yamanashi/A1905/A190502
丹波・小菅,yamanashi/A1905/A190503
長野・中条,nagano/A2001/A200101
須坂・高山,nagano/A2001/A200102
千曲・坂城,nagano/A2001/A200103
志賀高原・湯田中,nagano/A2001/A200104
飯山・野沢温泉・栄,nagano/A2001/A200105
中野・飯綱・黒姫高原,nagano/A2001/A200106
松本市,nagano/A2002/A200201
上高地,nagano/A2002/A200202
塩尻,nagano/A2002/A200203
聖高原,nagano/A2002/A200204
軽井沢,nagano/A2003/A200301
佐久市,nagano/A2003/A200302
松原湖・野辺山,nagano/A2003/A200303
上田・別所温泉,nagano/A2004/A200401
小諸・東御,nagano/A2004/A200402
蓼科・白樺・茅野,nagano/A2004/A200403
諏訪・岡谷・霧ケ峰,nagano/A2004/A200404
富士見・原,nagano/A2004/A200405
安曇野市,nagano/A2005/A200501
大町,nagano/A2005/A200502
白馬・小谷,nagano/A2005/A200503
伊那・辰野・高遠,nagano/A2006/A200601
駒ヶ根,nagano/A2006/A200602
飯田・大鹿,nagano/A2006/A200603
長野県最南部,nagano/A2006/A200604
奈良井・木曽福島,nagano/A2007/A200701
王滝・上松・大桑,nagano/A2007/A200702
金沢市,ishikawa/A1701/A170101
津幡・内灘・かほく,ishikawa/A1701/A170102
加賀市,ishikawa/A1702/A170201
小松市,ishikawa/A1702/A170202
白山・能美,ishikawa/A1702/A170203
羽咋・千里浜,ishikawa/A1703/A170301
七尾・和倉温泉,ishikawa/A1703/A170302
能登島,ishikawa/A1703/A170303
輪島市,ishikawa/A1704/A170401
珠洲市,ishikawa/A1704/A170402
内浦海岸・穴水,ishikawa/A1704/A170403
能登金剛・門前,ishikawa/A1704/A170404
富山市,toyama/A1601/A160101
舟橋,toyama/A1601/A160102
黒部・宇奈月,toyama/A1602/A160201
魚津・滑川,toyama/A1602/A160202
入善・朝日,toyama/A1602/A160203
立山山麓・有峰湖,toyama/A1603/A160301
高岡・射水,toyama/A1604/A160401
氷見,toyama/A1604/A160402
小矢部,toyama/A1604/A160403
砺波・庄川,toyama/A1605/A160501
南砺・城端・福光,toyama/A1605/A160502
福井市,fukui/A1801/A180101
あわら・丸岡・春江とその周辺,fukui/A1801/A180102
永平寺とその周辺,fukui/A1801/A180103
越前海岸・鯖江,fukui/A1802/A180201
武生・南越前,fukui/A1802/A180202
敦賀,fukui/A1803/A180301
三方五湖・美浜,fukui/A1803/A180302
大飯・高浜,fukui/A1803/A180303
小浜市,fukui/A1803/A180304
勝山,fukui/A1804/A180401
大野,fukui/A1804/A180402
大阪駅・梅田・新地,osaka/A2701/A270101
北浜・淀屋橋・肥後橋,osaka/A2701/A270102
南森町・天満・天神,osaka/A2701/A270103
天満橋・谷町四丁目,osaka/A2701/A270104
阿波座・西長堀,osaka/A2701/A270105
本町・船場,osaka/A2701/A270106
京橋・ＯＢＰ・森之宮,osaka/A2701/A270107
福島・野田,osaka/A2701/A270108
心斎橋・南船場・長堀橋,osaka/A2701/A270201
難波・日本橋・道頓堀,osaka/A2701/A270202
天王寺・阿倍野,osaka/A2701/A270203
松屋町・玉造,osaka/A2701/A270204
鶴橋・上本町,osaka/A2701/A270205
恵美須・今宮・芦原,osaka/A2701/A270206
新大阪駅周辺,osaka/A2701/A270301
塚本・十三・三国,osaka/A2701/A270302
都島区・旭区,osaka/A2701/A270304
城東区・鶴見区,osaka/A2701/A270305
東成区・生野区,osaka/A2701/A270306
東淀川区,osaka/A2701/A270307
弁天町・西九条・大阪ドーム,osaka/A2701/A270401
天保山・大阪南港,osaka/A2701/A270402
舞洲・ＵＳＪ,osaka/A2701/A270403
住之江区・住吉区,osaka/A2701/A270404
平野区・東住吉区,osaka/A2701/A270405
西成区,osaka/A2701/A270406
西淀川区,osaka/A2701/A270407
堺市,osaka/A2705/A270501
泉北・岸和田,osaka/A2705/A270502
泉南・泉佐野,osaka/A2705/A270503
阪南・岬,osaka/A2705/A270504
豊中,osaka/A2706/A270601
吹田,osaka/A2706/A270602
池田・箕面,osaka/A2706/A270603
高槻・茨木・摂津,osaka/A2706/A270604
能勢・豊能,osaka/A2706/A270605
守口・門真,osaka/A2707/A270701
枚方・寝屋川,osaka/A2707/A270702
東大阪,osaka/A2707/A270703
大東・四條畷・交野,osaka/A2707/A270704
八尾・柏原,osaka/A2707/A270705
松原・藤井寺・羽曳野,osaka/A2708/A270801
富田林・大阪狭山,osaka/A2708/A270802
河内長野市,osaka/A2708/A270803
三宮駅周辺,hyogo/A2801/A280101
元町・ハーバーランド周辺,hyogo/A2801/A280102
北野・新神戸・灘周辺,hyogo/A2801/A280103
ポートアイランド,hyogo/A2801/A280104
岡本・摂津本山,hyogo/A2801/A280105
住吉・御影,hyogo/A2801/A280106
六甲アイランド,hyogo/A2801/A280107
六甲,hyogo/A2801/A280108
新開地・兵庫,hyogo/A2801/A280109
長田区・須磨区・垂水区,hyogo/A2801/A280110
神戸市西区,hyogo/A2801/A280111
神戸市北区,hyogo/A2801/A280112
西宮,hyogo/A2803/A280301
芦屋,hyogo/A2803/A280302
宝塚,hyogo/A2803/A280303
尼崎,hyogo/A2803/A280304
川西・猪名川,hyogo/A2803/A280305
伊丹,hyogo/A2803/A280306
明石市,hyogo/A2804/A280401
加古川・高砂,hyogo/A2804/A280402
三木・加西・加東,hyogo/A2804/A280403
西脇・多可,hyogo/A2804/A280404
姫路市,hyogo/A2805/A280501
赤穂・上郡,hyogo/A2805/A280502
龍野・相生,hyogo/A2805/A280503
神河・市川・福崎,hyogo/A2805/A280504
宍粟・佐用,hyogo/A2805/A280505
家島諸島,hyogo/A2805/A280506
淡路市,hyogo/A2806/A280601
洲本市,hyogo/A2806/A280602
南あわじ市,hyogo/A2806/A280603
丹波市,hyogo/A2807/A280701
篠山市,hyogo/A2807/A280702
三田市,hyogo/A2807/A280703
豊岡,hyogo/A2808/A280801
香住・湯村,hyogo/A2808/A280802
養父・朝来,hyogo/A2808/A280803
京都駅周辺,kyoto/A2601/A260101
河原町・木屋町・先斗町,kyoto/A2601/A260201
御所周辺,kyoto/A2601/A260202
壬生・二条城周辺,kyoto/A2601/A260203
祇園・清水寺・東山,kyoto/A2601/A260301
下鴨神社・北白川・銀閣寺,kyoto/A2601/A260302
一乗寺・修学院,kyoto/A2601/A260303
東福寺周辺,kyoto/A2601/A260304
西院・桂,kyoto/A2601/A260401
太秦・妙心寺・仁和寺,kyoto/A2601/A260402
嵯峨・嵐山・保津峡,kyoto/A2601/A260403
京都市西部,kyoto/A2601/A260404
金閣寺・北野天満宮周辺,kyoto/A2601/A260501
鞍馬・貴船,kyoto/A2601/A260502
宝ヶ池・北山,kyoto/A2601/A260503
京都市北部,kyoto/A2601/A260504
伏見稲荷・伏見桃山,kyoto/A2601/A260601
上鳥羽,kyoto/A2601/A260604
山科,kyoto/A2601/A260603
醍醐寺・法界寺周辺,kyoto/A2601/A260602
京都市南部,kyoto/A2601/A260605
宇治・宇治田原,kyoto/A2607/A260701
向日・八幡・久御山,kyoto/A2607/A260702
京田辺・精華,kyoto/A2607/A260703
城陽・井手,kyoto/A2607/A260704
木津川・和束・笠置・南山城,kyoto/A2607/A260705
亀岡,kyoto/A2608/A260801
綾部・福知山,kyoto/A2608/A260802
丹波高原・美山,kyoto/A2608/A260803
宮津・天橋立・伊根,kyoto/A2609/A260901
舞鶴,kyoto/A2609/A260902
京丹後市,kyoto/A2609/A260903
大津市,shiga/A2501/A250101
草津市,shiga/A2502/A250201
甲賀・湖南,shiga/A2502/A250202
栗東・守山・野洲,shiga/A2502/A250203
近江八幡・安土・能登川,shiga/A2503/A250301
東近江市周辺,shiga/A2503/A250302
彦根市周辺,shiga/A2503/A250303
米原市,shiga/A2504/A250401
長浜・竹生島,shiga/A2504/A250402
余呉・木之本,shiga/A2504/A250403
高島市,shiga/A2505/A250501
奈良・西大寺周辺,nara/A2901/A290101
学園前周辺,nara/A2901/A290102
生駒市,nara/A2902/A290201
大和郡山市,nara/A2902/A290202
斑鳩周辺（生駒郡）,nara/A2902/A290203
香芝・王寺,nara/A2903/A290301
橿原・大和高田・葛城,nara/A2903/A290302
御所・飛鳥,nara/A2903/A290303
天理・田原本,nara/A2904/A290401
桜井,nara/A2904/A290402
宇陀・室生・山の辺,nara/A2904/A290403
五條・下市・吉野山,nara/A2905/A290501
十津川,nara/A2905/A290502
天川・大台ヶ原,nara/A2905/A290503
和歌山市,wakayama/A3001/A300101
紀の川・岩出,wakayama/A3001/A300102
高野山下・橋本・九度山,wakayama/A3001/A300103
海南・野上・美里,wakayama/A3002/A300201
有田・吉備・清水,wakayama/A3002/A300202
湯浅・広川,wakayama/A3002/A300203
御坊・日高川,wakayama/A3003/A300301
由良・日高・美浜,wakayama/A3003/A300302
みなべ町,wakayama/A3003/A300303
白浜・上富田,wakayama/A3004/A300401
田辺市,wakayama/A3004/A300402
日置川・すさみ,wakayama/A3004/A300403
新宮市,wakayama/A3005/A300501
那智勝浦,wakayama/A3005/A300502
串本・古座川,wakayama/A3005/A300503
北山村,wakayama/A3005/A300504
岡山市,okayama/A3301/A330101
総社市,okayama/A3301/A330102
吉備高原,okayama/A3301/A330103
赤磐・和気,okayama/A3301/A330104
倉敷市,okayama/A3302/A330201
玉野市,okayama/A3302/A330202
早島町,okayama/A3302/A330203
笠岡・浅口,okayama/A3302/A330204
井原・矢掛,okayama/A3302/A330205
笠岡諸島,okayama/A3302/A330206
高梁・新見,okayama/A3303/A330301
蒜山高原,okayama/A3303/A330302
津山・奥津,okayama/A3304/A330401
東美作,okayama/A3304/A330402
備前市,okayama/A3305/A330501
瀬戸内市,okayama/A3305/A330502
広島駅,hiroshima/A3401/A340121
八丁堀・幟町,hiroshima/A3401/A340108
流川,hiroshima/A3401/A340109
薬研堀,hiroshima/A3401/A340110
紙屋町・基町,hiroshima/A3401/A340111
立町,hiroshima/A3401/A340112
広島本通り,hiroshima/A3401/A340113
並木・袋町,hiroshima/A3401/A340114
中町,hiroshima/A3401/A340115
大手町・広島市役所前,hiroshima/A3401/A340116
小町・じぞう通り,hiroshima/A3401/A340117
白島,hiroshima/A3401/A340118
十日市町,hiroshima/A3401/A340119
舟入,hiroshima/A3401/A340120
中区その他,hiroshima/A3401/A340101
東区,hiroshima/A3401/A340104
横川,hiroshima/A3401/A340103
西区その他,hiroshima/A3401/A340122
宇品,hiroshima/A3401/A340102
南区その他,hiroshima/A3401/A340123
五日市,hiroshima/A3401/A340126
佐伯区その他,hiroshima/A3401/A340127
府中町,hiroshima/A3401/A340105
海田町・船越,hiroshima/A3401/A340404
坂町・矢野,hiroshima/A3401/A340124
安芸区・安芸郡その他,hiroshima/A3401/A340125
安佐南区,hiroshima/A3401/A340107
安佐北区,hiroshima/A3401/A340106
福山駅,hiroshima/A3403/A340301
曙・新涯周辺,hiroshima/A3403/A340304
蔵王・春日,hiroshima/A3403/A340305
神辺,hiroshima/A3403/A340306
駅家・御幸,hiroshima/A3403/A340307
福山市その他,hiroshima/A3403/A340308
尾道,hiroshima/A3406/A340302
因島,hiroshima/A3406/A340602
向島,hiroshima/A3406/A340601
生口島,hiroshima/A3406/A340603
西条,hiroshima/A3407/A340701
東広島駅,hiroshima/A3407/A340403
東広島市その他,hiroshima/A3407/A340702
呉市,hiroshima/A3404/A340401
竹原市,hiroshima/A3404/A340402
三原市,hiroshima/A3404/A340303
江田島市,hiroshima/A3404/A340405
大崎上島町,hiroshima/A3404/A340406
宮島,hiroshima/A3402/A340202
宮島口,hiroshima/A3402/A340205
廿日市市,hiroshima/A3402/A340201
大竹市,hiroshima/A3402/A340203
三次市,hiroshima/A3405/A340501
庄原市,hiroshima/A3405/A340502
安芸高田市,hiroshima/A3405/A340503
世羅・府中・神石高原,hiroshima/A3405/A340504
安芸太田町,hiroshima/A3408/A340204
北広島町,hiroshima/A3408/A340801
鳥取市・岩美,tottori/A3101/A310101
鳥取市南部・郡家・若桜,tottori/A3101/A310102
倉吉市,tottori/A3102/A310201
湯梨浜・北栄,tottori/A3102/A310202
三朝町,tottori/A3102/A310203
米子・境港・日吉津,tottori/A3103/A310301
大山・琴浦,tottori/A3103/A310302
南部・伯耆・江府,tottori/A3103/A310303
日野・日南,tottori/A3103/A310304
松江市,shimane/A3201/A320101
安来市,shimane/A3201/A320102
出雲市,shimane/A3202/A320201
雲南・奥出雲,shimane/A3202/A320203
飯南町,shimane/A3202/A320204
浜田,shimane/A3203/A320301
大田市,shimane/A3203/A320302
江の川流域,shimane/A3203/A320303
江津,shimane/A3203/A320304
益田,shimane/A3204/A320401
津和野・日原,shimane/A3204/A320402
隠岐島,shimane/A3205/A320501
山口市,yamaguchi/A3501/A350101
防府,yamaguchi/A3501/A350102
下関市,yamaguchi/A3502/A350201
萩市,yamaguchi/A3503/A350301
長門市,yamaguchi/A3503/A350302
阿東・長門峡,yamaguchi/A3503/A350303
阿武町,yamaguchi/A3503/A350304
宇部市・山陽小野田市,yamaguchi/A3504/A350401
美祢・秋芳,yamaguchi/A3504/A350402
周南市,yamaguchi/A3505/A350501
下松・光,yamaguchi/A3505/A350502
岩国周辺,yamaguchi/A3506/A350601
柳井・上関・田布施・平生,yamaguchi/A3506/A350602
周防大島,yamaguchi/A3506/A350603
高松市,kagawa/A3701/A370101
三木町,kagawa/A3701/A370102
直島諸島,kagawa/A3701/A370103
坂出周辺,kagawa/A3702/A370201
丸亀・多度津,kagawa/A3702/A370202
塩飽諸島,kagawa/A3702/A370203
観音寺市,kagawa/A3703/A370301
琴平・善通寺・満濃池周辺,kagawa/A3703/A370302
三豊・荘内半島,kagawa/A3703/A370303
さぬき市,kagawa/A3704/A370401
東かがわ市,kagawa/A3704/A370402
小豆島,kagawa/A3705/A370501
徳島市,tokushima/A3601/A360101
鳴門・松茂,tokushima/A3601/A360102
小松島市,tokushima/A3601/A360103
神山・勝浦,tokushima/A3601/A360104
阿南市,tokushima/A3602/A360201
那賀町,tokushima/A3602/A360202
日和佐・牟岐,tokushima/A3602/A360203
海部・宍喰,tokushima/A3602/A360204
阿波・吉野川,tokushima/A3603/A360301
美馬,tokushima/A3603/A360302
藍住・上板,tokushima/A3603/A360303
三好市,tokushima/A3604/A360401
東みよし町,tokushima/A3604/A360402
松山市,ehime/A3801/A380101
東温市,ehime/A3801/A380102
伊予・砥部,ehime/A3801/A380103
今治市,ehime/A3802/A380201
西条市,ehime/A3802/A380202
新居浜市,ehime/A3802/A380203
四国中央市,ehime/A3802/A380204
しまなみ海道,ehime/A3802/A380205
大洲市,ehime/A3803/A380301
八幡浜・佐田岬半島,ehime/A3803/A380302
内子町,ehime/A3803/A380303
久万高原町,ehime/A3803/A380304
宇和島市,ehime/A3804/A380401
西予市,ehime/A3804/A380402
鬼北・松野,ehime/A3804/A380403
愛南町,ehime/A3804/A380404
高知市,kochi/A3901/A390101
南国市,kochi/A3901/A390102
いの・春野,kochi/A3901/A390103
吉野川源流部・大豊,kochi/A3901/A390104
香美市,kochi/A3901/A390105
香南・芸西,kochi/A3901/A390106
安芸市,kochi/A3902/A390201
奈半利川流域・馬路,kochi/A3902/A390202
室戸・甲浦,kochi/A3902/A390203
土佐・須崎,kochi/A3903/A390301
仁淀川流域・佐川,kochi/A3903/A390302
檮原・津野,kochi/A3903/A390303
四万十市,kochi/A3904/A390401
窪川・大方,kochi/A3904/A390402
宿毛・三原,kochi/A3904/A390403
土佐清水・足摺岬,kochi/A3904/A390404
博多駅周辺,fukuoka/A4001/A400101
中洲周辺,fukuoka/A4001/A400102
天神周辺,fukuoka/A4001/A400103
赤坂・薬院・平尾周辺,fukuoka/A4001/A400104
大濠公園・ヤフードーム周辺,fukuoka/A4001/A400105
呉服町・東公園・マリンメッセ福岡,fukuoka/A4001/A400106
福岡空港周辺,fukuoka/A4001/A400107
竹下・南福岡周辺,fukuoka/A4001/A400108
福岡市東区,fukuoka/A4001/A400201
福岡市城南区・南区,fukuoka/A4001/A400202
福岡市西区・早良区,fukuoka/A4001/A400203
太宰府・大野城周辺,fukuoka/A4003/A400301
宗像・福津・古賀,fukuoka/A4003/A400302
糟屋郡,fukuoka/A4003/A400303
北九州市小倉北区,fukuoka/A4004/A400401
北九州市戸畑区,fukuoka/A4004/A400402
北九州市八幡東区,fukuoka/A4004/A400403
北九州市八幡西区,fukuoka/A4004/A400404
北九州市門司区,fukuoka/A4004/A400501
北九州市小倉南区,fukuoka/A4004/A400502
北九州市若松区,fukuoka/A4004/A400503
行橋市・京都郡,fukuoka/A4006/A400601
豊前市・築上郡,fukuoka/A4006/A400602
中間市・響灘沿岸,fukuoka/A4006/A400603
直方市・宮若市・鞍手郡,fukuoka/A4007/A400701
飯塚市・嘉穂郡,fukuoka/A4007/A400702
山田市・田川市・田川郡,fukuoka/A4007/A400703
久留米市,fukuoka/A4008/A400801
秋月・小郡周辺,fukuoka/A4008/A400802
原鶴・筑後川温泉,fukuoka/A4008/A400803
筑後・八女周辺,fukuoka/A4008/A400804
矢部川・星野川上流,fukuoka/A4008/A400805
柳川・大川周辺,fukuoka/A4008/A400806
大牟田周辺,fukuoka/A4008/A400807
前原・志摩・二丈,fukuoka/A4009/A400901
佐賀市,saga/A4101/A410101
神埼・吉野ヶ里,saga/A4101/A410102
鳥栖・基山・みやき,saga/A4101/A410103
唐津・呼子,saga/A4102/A410201
伊万里・有田,saga/A4102/A410202
武雄市,saga/A4103/A410301
多久・北方,saga/A4103/A410302
小城市,saga/A4103/A410303
嬉野市,saga/A4104/A410401
鹿島市・太良町,saga/A4104/A410402
白石町,saga/A4104/A410403
長崎市,nagasaki/A4201/A420101
西海・琴海,nagasaki/A4201/A420102
長与・時津,nagasaki/A4201/A420103
佐世保市,nagasaki/A4202/A420201
平戸周辺,nagasaki/A4202/A420202
松浦周辺,nagasaki/A4202/A420203
雲仙市,nagasaki/A4203/A420301
島原・有明,nagasaki/A4203/A420302
南島原,nagasaki/A4203/A420303
諫早市,nagasaki/A4204/A420401
大村・川棚・東彼杵,nagasaki/A4204/A420402
五島列島,nagasaki/A4205/A420501
壱岐市,nagasaki/A4205/A420502
対馬市,nagasaki/A4205/A420503
熊本市,kumamoto/A4301/A430101
宇土・宇城,kumamoto/A4301/A430102
城南・御船・益城,kumamoto/A4301/A430103
合志・植木・大津,kumamoto/A4301/A430104
山都・美里,kumamoto/A4301/A430105
阿蘇市,kumamoto/A4302/A430201
南阿蘇・高森,kumamoto/A4302/A430202
小国・産山,kumamoto/A4302/A430203
菊池・山鹿,kumamoto/A4303/A430301
玉名・荒尾,kumamoto/A4303/A430302
八代・氷川,kumamoto/A4304/A430401
水俣・芦北,kumamoto/A4304/A430402
人吉・球磨,kumamoto/A4304/A430403
あさぎり・湯前・五木,kumamoto/A4304/A430404
天草,kumamoto/A4305/A430501
大分市,oita/A4401/A440101
竹田市,oita/A4401/A440102
豊後大野市,oita/A4401/A440103
臼杵市・津久見市,oita/A4401/A440104
佐伯市,oita/A4401/A440105
由布市（湯布院）,oita/A4402/A440201
別府市,oita/A4402/A440202
豊後高田・杵築・日出,oita/A4403/A440301
東国東,oita/A4403/A440302
中津市,oita/A4404/A440401
宇佐市,oita/A4404/A440402
日田市,oita/A4404/A440403
九重・玖珠,oita/A4404/A440404
宮崎市,miyazaki/A4501/A450101
宮崎市周辺,miyazaki/A4501/A450102
日南・北郷,miyazaki/A4502/A450201
串間・南郷,miyazaki/A4502/A450202
都城市,miyazaki/A4503/A450301
山田・山之口周辺,miyazaki/A4503/A450302
えびの市,miyazaki/A4503/A450303
小林・高原周辺,miyazaki/A4503/A450304
西都市,miyazaki/A4504/A450401
都農・佐土原周辺,miyazaki/A4504/A450402
日向市,miyazaki/A4504/A450403
耳川・五十鈴川流域,miyazaki/A4504/A450404
椎葉・西米良,miyazaki/A4504/A450405
延岡・北川周辺,miyazaki/A4505/A450501
高千穂・五ヶ瀬・日之影,miyazaki/A4505/A450502
鹿児島市,kagoshima/A4601/A460101
指宿,kagoshima/A4601/A460102
日置市,kagoshima/A4601/A460103
南さつま・枕崎,kagoshima/A4601/A460104
知覧,kagoshima/A4601/A460105
薩摩川内,kagoshima/A4602/A460201
いちき串木野市,kagoshima/A4602/A460202
阿久根・長島,kagoshima/A4602/A460203
出水,kagoshima/A4602/A460204
霧島市,kagoshima/A4603/A460301
伊佐・湧水,kagoshima/A4603/A460302
加治木・姶良,kagoshima/A4603/A460303
鹿屋・垂水,kagoshima/A4604/A460401
大隅半島北部,kagoshima/A4604/A460402
大隅半島南部,kagoshima/A4604/A460403
大隅諸島,kagoshima/A4605/A460501
奄美諸島,kagoshima/A4605/A460502
吐喝喇列島,kagoshima/A4605/A460503
沖縄県庁周辺,okinawa/A4701/A470101
首里城跡周辺,okinawa/A4701/A470102
那覇市その他,okinawa/A4701/A470103
名護市,okinawa/A4702/A470201
本部半島,okinawa/A4702/A470202
国頭・大宜味・東,okinawa/A4702/A470203
伊江島,okinawa/A4702/A470204
伊是名・伊平屋,okinawa/A4702/A470205
沖縄市,okinawa/A4703/A470301
うるま市・金武,okinawa/A4703/A470302
恩納村・恩納海岸,okinawa/A4703/A470303
残波岬・読谷・北谷,okinawa/A4703/A470304
那覇周辺南部・豊見城・南風原,okinawa/A4704/A470401
糸満市・摩文仁周辺,okinawa/A4704/A470402
知念半島・玉泉洞・中城湾沿岸,okinawa/A4704/A470403
浦添・宜野湾,okinawa/A4703/A470404
中城湾沿岸・中城・西原,okinawa/A4704/A470405
石垣島,okinawa/A4705/A470501
西表島・波照間島周辺,okinawa/A4705/A470502
宮古島・伊良部島・多良間島,okinawa/A4705/A470503
与那国島,okinawa/A4705/A470504
南大東島・北大東島,okinawa/A4705/A470505
久米島・粟国島,okinawa/A4706/A470601
慶良間列島・座間味・渡嘉敷,okinawa/A4706/A470602
